"Week","None","D0","D1","D2","D3","D4","DSCI"
"2013-10-01","39.57","19.22","20.51","17.64","2.77","0.29","126"
"2013-09-24","38.05","16.48","20.13","21.00","4.02","0.31","137"
"2013-09-17","35.90","15.91","19.84","21.51","6.42","0.43","148"
"2013-09-10","36.25","13.06","17.41","23.13","8.90","1.25","159"
"2013-09-03","38.28","11.62","17.70","22.54","8.61","1.25","155"
"2013-08-27","37.65","12.31","16.67","22.84","9.22","1.32","158"
"2013-08-20","40.02","14.36","13.39","21.69","9.22","1.32","150"
"2013-08-13","42.70","12.04","13.68","19.81","9.74","2.03","148"
"2013-08-06","42.60","11.90","13.18","20.34","9.21","2.77","150"
"2013-07-30","42.76","11.59","13.20","20.64","8.64","3.17","150"
"2013-07-23","41.70","11.75","13.18","20.84","8.71","3.83","155"
"2013-07-16","45.60","8.26","11.85","20.94","8.99","4.34","152"
"2013-07-09","47.62","7.53","11.25","19.77","9.17","4.67","149"
"2013-07-02","49.11","6.83","11.11","19.38","8.89","4.68","146"
"2013-06-25","48.67","7.49","11.80","18.90","8.77","4.37","145"
"2013-06-18","46.73","8.49","14.74","17.43","8.23","4.38","145"
"2013-06-11","46.93","8.94","15.69","17.08","6.68","4.69","142"
"2013-06-04","45.01","10.88","15.62","17.06","6.65","4.79","144"
"2013-05-28","43.12","12.53","14.78","17.82","7.00","4.75","147"
"2013-05-21","39.06","14.87","14.92","18.52","7.70","4.94","156"
"2013-05-14","38.27","14.06","15.36","18.66","9.24","4.40","160"
"2013-05-07","37.58","14.36","15.18","18.76","9.74","4.38","162"
"2013-04-30","39.88","13.22","14.17","18.77","10.56","3.40","157"
"2013-04-23","39.79","12.86","15.59","17.03","12.13","2.59","157"
"2013-04-16","38.32","13.86","15.72","17.53","11.99","2.58","159"
"2013-04-09","35.35","13.82","15.70","18.42","13.33","3.38","171"
"2013-04-02","33.29","14.79","16.61","18.17","11.93","5.20","176"
"2013-03-26","34.96","13.40","16.45","18.34","11.75","5.10","174"
"2013-03-19","34.76","13.38","16.41","18.60","11.45","5.40","175"
"2013-03-12","36.33","12.29","16.45","18.43","11.22","5.28","172"
"2013-03-05","34.33","12.33","16.90","19.40","11.59","5.45","178"
"2013-02-26","33.62","12.21","17.82","19.39","11.51","5.45","179"
"2013-02-19","33.15","11.03","18.40","18.75","12.00","6.66","185"
"2013-02-12","34.11","10.16","17.99","20.03","11.10","6.61","184"
"2013-02-05","32.03","11.13","16.71","21.03","12.25","6.85","191"
"2013-01-29","30.27","12.05","17.07","21.26","12.98","6.37","194"
"2013-01-22","30.22","12.14","17.58","20.76","12.95","6.36","193"
"2013-01-15","29.85","11.28","18.58","20.91","13.08","6.31","195"
"2013-01-08","28.26","11.48","18.55","20.91","14.10","6.70","201"
"2013-01-01","27.22","11.68","19.04","20.74","14.56","6.75","204"
"2012-12-25","26.15","12.02","19.37","20.86","14.87","6.73","206"
"2012-12-18","26.21","12.00","19.28","20.84","15.04","6.64","206"
"2012-12-11","26.12","12.00","19.29","21.52","14.58","6.49","206"
"2012-12-04","23.84","13.79","20.15","21.59","14.13","6.49","208"
"2012-11-27","24.02","13.32","21.11","21.42","13.73","6.39","207"
"2012-11-20","26.22","13.68","22.25","18.80","12.78","6.27","197"
"2012-11-13","27.55","13.62","22.86","17.68","12.29","6.01","192"
"2012-11-06","27.47","13.04","21.43","18.70","13.18","6.18","196"
"2012-10-30","27.11","12.72","21.89","19.23","13.16","5.88","196"
"2012-10-23","25.64","12.56","23.16","19.12","13.68","5.84","200"
"2012-10-16","25.01","12.59","23.56","19.75","13.24","5.84","201"
"2012-10-09","23.27","13.18","23.64","19.76","13.97","6.18","207"
"2012-10-02","24.10","11.31","24.52","19.95","14.05","6.07","207"
"2012-09-25","23.40","11.14","23.33","20.64","15.36","6.12","212"
"2012-09-18","21.84","13.33","23.75","20.32","14.78","5.96","211"
"2012-09-11","21.47","14.37","22.35","20.72","14.86","6.23","212"
"2012-09-04","22.53","14.07","20.92","21.03","15.30","6.14","211"
"2012-08-28","22.31","14.80","20.55","19.17","17.14","6.04","212"
"2012-08-21","22.72","14.08","19.16","21.03","16.70","6.31","214"
"2012-08-14","22.32","15.90","16.23","21.87","17.41","6.26","215"
"2012-08-07","21.86","15.68","16.45","21.88","19.93","4.21","215"
"2012-07-31","20.62","16.47","17.34","23.31","19.26","3.01","213"
"2012-07-24","19.92","16.22","18.29","25.00","18.19","2.38","212"
"2012-07-17","19.24","17.21","21.30","28.71","12.54","0.99","201"
"2012-07-10","20.01","19.15","23.65","25.58","10.87","0.74","190"
"2012-07-03","23.67","20.37","21.71","23.93","9.72","0.60","177"
"2012-06-26","27.98","20.89","20.40","22.19","8.13","0.41","163"
"2012-06-19","31.21","22.07","22.45","19.08","4.90","0.29","145"
"2012-06-12","37.47","22.85","20.53","15.22","3.64","0.29","126"
"2012-06-05","36.01","25.40","19.68","14.32","4.00","0.60","127"
"2012-05-29","35.98","26.65","18.43","13.72","4.57","0.66","126"
"2012-05-22","37.68","27.02","15.84","13.51","4.99","0.95","124"
"2012-05-15","45.21","21.16","15.25","12.68","4.69","1.02","114"
"2012-05-08","43.89","20.24","16.23","12.87","5.16","1.61","120"
"2012-05-01","40.68","21.15","17.77","13.48","5.00","1.93","127"
"2012-04-24","40.58","22.35","17.12","13.30","4.79","1.86","125"
"2012-04-17","40.56","22.51","17.34","13.03","4.68","1.89","124"
"2012-04-10","39.13","22.54","18.22","13.39","4.68","2.05","128"
"2012-04-03","39.87","23.36","17.12","12.99","4.73","1.92","125"
"2012-03-27","43.57","20.51","16.52","12.68","4.57","2.15","121"
"2012-03-20","43.92","17.77","19.12","12.32","4.67","2.21","123"
"2012-03-13","41.76","18.47","18.91","13.57","4.88","2.41","129"
"2012-03-06","42.81","18.17","19.72","12.05","4.81","2.44","125"
"2012-02-28","42.48","18.87","19.16","11.86","5.14","2.50","126"
"2012-02-21","42.76","19.31","20.58","9.70","5.22","2.43","123"
"2012-02-14","42.67","19.51","19.84","8.66","6.10","3.22","126"
"2012-02-07","42.98","19.16","19.86","8.84","6.03","3.14","125"
"2012-01-31","41.84","20.29","19.46","8.81","6.41","3.19","127"
"2012-01-24","41.80","21.99","17.77","8.64","7.05","2.74","125"
"2012-01-17","43.06","24.42","13.76","8.55","7.44","2.77","121"
"2012-01-10","46.29","21.15","13.73","9.07","7.13","2.63","117"
"2012-01-03","50.41","17.69","13.07","8.65","6.86","3.32","114"
"2011-12-27","50.89","20.61","9.54","8.94","6.71","3.31","110"
"2011-12-20","57.25","15.21","8.17","8.20","6.79","4.38","105"
"2011-12-13","57.13","14.82","7.20","7.98","8.28","4.59","109"
"2011-12-06","59.28","12.55","7.13","7.23","9.02","4.80","109"
"2011-11-29","58.96","11.70","7.45","6.93","8.98","5.98","113"
"2011-11-22","56.96","11.86","7.98","6.70","8.39","8.11","122"
"2011-11-15","56.09","12.03","7.90","6.77","8.51","8.70","126"
"2011-11-08","55.82","11.02","9.17","6.49","8.73","8.78","128"
"2011-11-01","56.97","10.47","8.21","6.62","8.87","8.86","127"
"2011-10-25","58.95","10.79","6.31","6.69","7.71","9.55","122"
"2011-10-18","59.33","10.84","6.15","6.25","7.52","9.91","122"
"2011-10-11","57.83","11.70","6.62","6.73","7.36","9.76","123"
"2011-10-04","55.13","14.87","6.23","5.77","6.30","11.69","128"
"2011-09-27","56.45","14.42","5.69","5.64","6.43","11.37","125"
"2011-09-20","57.22","12.32","6.82","5.66","6.64","11.34","126"
"2011-09-13","55.36","13.78","6.76","5.56","6.79","11.75","130"
"2011-09-06","56.53","13.47","6.63","5.32","6.85","11.20","126"
"2011-08-30","54.07","13.10","8.09","6.48","7.06","11.21","133"
"2011-08-23","54.81","14.24","7.52","6.19","6.10","11.14","128"
"2011-08-16","55.14","13.86","7.57","6.06","6.54","10.83","127"
"2011-08-09","55.01","12.13","8.12","6.26","7.01","11.47","133"
"2011-08-02","54.99","12.66","7.16","6.89","7.36","10.92","132"
"2011-07-26","59.11","11.39","5.64","5.67","7.14","11.05","123"
"2011-07-19","62.80","8.79","5.19","5.19","7.13","10.90","118"
"2011-07-12","64.33","6.97","5.01","5.02","6.71","11.96","119"
"2011-07-05","62.63","8.09","5.70","4.97","6.85","11.77","121"
"2011-06-28","63.03","8.89","4.80","4.91","6.44","11.94","119"
"2011-06-21","67.29","5.42","4.93","4.36","6.15","11.84","112"
"2011-06-14","66.95","5.93","5.33","5.37","7.39","9.03","107"
"2011-06-07","67.68","5.55","5.45","5.58","7.93","7.80","104"
"2011-05-31","68.95","5.49","4.87","6.01","8.43","6.26","98"
"2011-05-24","68.68","5.86","5.21","6.80","7.84","5.62","96"
"2011-05-17","67.69","5.96","5.67","7.50","7.14","6.04","99"
"2011-05-10","66.20","7.38","5.89","8.05","6.54","5.94","99"
"2011-05-03","66.23","7.38","7.14","7.60","8.54","3.12","94"
"2011-04-26","65.70","7.71","8.09","7.64","9.20","1.66","92"
"2011-04-19","63.30","9.30","8.42","9.12","8.45","1.42","94"
"2011-04-12","62.58","8.94","10.17","9.31","8.06","0.93","94"
"2011-04-05","62.46","8.79","10.58","9.42","8.32","0.42","94"
"2011-03-29","61.76","10.10","9.92","11.81","6.41","0.00","91"
"2011-03-22","60.69","11.98","12.42","10.14","4.77","0.00","86"
"2011-03-15","60.90","13.18","12.88","9.69","3.35","0.00","81"
"2011-03-08","59.25","13.27","14.91","9.88","2.68","0.00","83"
"2011-03-01","57.03","15.05","15.45","10.16","2.30","0.00","86"
"2011-02-22","56.18","15.60","16.79","9.36","2.07","0.00","86"
"2011-02-15","55.19","19.86","15.34","8.17","1.43","0.00","81"
"2011-02-08","56.64","19.08","14.63","8.21","1.43","0.00","79"
"2011-02-01","57.46","18.44","13.53","8.97","1.61","0.00","79"
"2011-01-25","58.19","17.78","15.08","6.88","2.07","0.00","77"
"2011-01-18","59.28","17.78","14.98","5.78","2.18","0.00","74"
"2011-01-11","60.58","16.28","15.49","5.28","2.37","0.00","73"
"2011-01-04","60.50","17.76","13.24","5.90","2.60","0.00","72"
"2010-12-28","59.06","17.20","14.69","6.70","2.36","0.00","76"
"2010-12-21","58.48","18.18","14.95","6.43","1.95","0.00","75"
"2010-12-14","57.66","22.54","12.64","5.74","1.41","0.00","71"
"2010-12-07","57.37","24.82","10.84","5.67","1.29","0.00","69"
"2010-11-30","60.26","23.06","10.64","5.25","0.78","0.00","63"
"2010-11-23","61.01","21.88","10.70","5.25","1.16","0.00","64"
"2010-11-16","60.02","23.45","10.54","4.73","1.26","0.00","64"
"2010-11-09","61.47","22.02","10.08","5.07","1.37","0.00","63"
"2010-11-02","61.29","22.93","9.31","5.13","1.34","0.00","62"
"2010-10-26","63.67","21.08","9.33","4.73","1.19","0.00","59"
"2010-10-19","59.79","25.37","9.23","4.54","1.08","0.00","62"
"2010-10-12","61.68","25.81","8.31","3.68","0.52","0.00","56"
"2010-10-05","63.64","24.64","9.01","2.39","0.32","0.00","51"
"2010-09-28","60.05","26.79","10.07","2.79","0.30","0.00","57"
"2010-09-21","63.94","23.85","9.28","2.63","0.30","0.00","52"
"2010-09-14","67.96","21.74","8.07","2.00","0.22","0.00","45"
"2010-09-07","70.31","20.51","7.34","1.61","0.22","0.00","41"
"2010-08-31","68.42","22.03","8.06","1.34","0.14","0.00","43"
"2010-08-24","73.99","17.99","6.57","1.29","0.14","0.00","36"
"2010-08-17","72.40","19.14","6.80","1.52","0.14","0.00","38"
"2010-08-10","74.69","16.98","6.39","1.64","0.30","0.00","36"
"2010-08-03","75.51","16.31","6.21","1.67","0.30","0.00","35"
"2010-07-27","74.30","16.75","7.11","1.56","0.28","0.00","37"
"2010-07-20","72.90","18.84","6.88","1.13","0.25","0.00","37"
"2010-07-13","74.83","17.33","6.50","1.08","0.25","0.00","35"
"2010-07-06","75.20","17.06","6.36","1.13","0.25","0.00","34"
"2010-06-29","75.24","16.30","6.61","1.46","0.39","0.00","35"
"2010-06-22","74.98","16.14","6.85","1.56","0.48","0.00","36"
"2010-06-15","78.65","12.75","6.33","1.79","0.48","0.00","33"
"2010-06-08","78.36","12.60","6.07","2.49","0.48","0.00","34"
"2010-06-01","72.88","17.31","6.56","2.77","0.48","0.00","41"
"2010-05-25","76.25","14.48","6.79","2.30","0.18","0.00","36"
"2010-05-18","74.13","15.54","7.59","2.71","0.03","0.00","39"
"2010-05-11","69.21","19.44","8.73","2.62","0.00","0.00","45"
"2010-05-04","68.58","20.56","8.25","2.62","0.00","0.00","45"
"2010-04-27","66.92","22.42","8.04","2.62","0.00","0.00","46"
"2010-04-20","68.45","21.44","7.90","2.21","0.00","0.00","44"
"2010-04-13","68.14","22.73","7.15","1.98","0.00","0.00","43"
"2010-04-06","71.57","19.34","7.10","2.00","0.00","0.00","40"
"2010-03-30","73.22","17.77","7.01","2.00","0.00","0.00","38"
"2010-03-23","73.01","17.57","7.22","2.21","0.00","0.00","39"
"2010-03-16","72.23","18.46","7.02","2.29","0.00","0.00","39"
"2010-03-09","70.37","20.04","7.27","2.32","0.00","0.00","42"
"2010-03-02","72.32","18.85","7.27","1.56","0.00","0.00","38"
"2010-02-23","71.85","19.11","7.44","1.59","0.00","0.00","39"
"2010-02-16","71.44","19.75","7.32","1.48","0.00","0.00","39"
"2010-02-09","72.72","19.50","6.42","1.36","0.00","0.00","36"
"2010-02-02","72.78","18.76","7.07","1.39","0.00","0.00","37"
"2010-01-26","71.95","18.90","7.55","1.47","0.13","0.00","39"
"2010-01-19","69.14","17.22","7.95","5.33","0.36","0.00","51"
"2010-01-12","68.84","17.36","7.67","5.76","0.36","0.00","51"
"2010-01-05","72.07","14.69","9.02","4.03","0.19","0.00","46"
"2009-12-29","72.07","15.52","8.17","4.05","0.19","0.00","45"
"2009-12-22","72.80","14.69","8.27","4.05","0.19","0.00","44"
"2009-12-15","72.64","14.77","8.15","4.25","0.19","0.00","45"
"2009-12-08","72.88","14.23","7.67","4.83","0.40","0.00","46"
"2009-12-01","72.91","13.97","7.89","4.75","0.47","0.00","46"
"2009-11-24","72.89","13.95","7.87","4.76","0.47","0.06","46"
"2009-11-17","75.19","12.16","7.86","4.40","0.30","0.08","43"
"2009-11-10","73.98","13.03","8.48","4.13","0.30","0.08","44"
"2009-11-03","74.71","12.59","8.17","4.07","0.39","0.08","43"
"2009-10-27","73.04","15.03","7.32","4.15","0.39","0.08","44"
"2009-10-20","69.49","17.70","7.49","4.64","0.56","0.13","49"
"2009-10-13","67.25","18.56","7.32","6.25","0.50","0.13","55"
"2009-10-06","66.07","19.35","8.90","4.94","0.61","0.13","55"
"2009-09-29","63.99","21.03","8.80","4.88","1.02","0.28","59"
"2009-09-22","66.72","18.04","9.07","4.61","1.23","0.33","57"
"2009-09-15","67.46","17.90","9.10","4.15","1.10","0.30","54"
"2009-09-08","65.66","19.35","9.20","3.60","0.78","1.42","59"
"2009-09-01","67.78","18.04","8.23","3.62","0.80","1.53","56"
"2009-08-25","68.13","17.74","8.11","3.68","0.67","1.66","56"
"2009-08-18","66.75","20.70","6.10","3.88","0.97","1.60","56"
"2009-08-11","65.11","22.45","6.04","3.84","1.08","1.48","58"
"2009-08-04","65.53","21.51","6.20","4.20","1.08","1.48","58"
"2009-07-28","64.89","21.27","7.03","4.64","0.53","1.65","60"
"2009-07-21","62.35","23.14","7.69","4.65","0.72","1.45","63"
"2009-07-14","63.78","21.10","8.71","4.23","0.60","1.58","62"
"2009-07-07","65.49","20.46","7.90","4.18","0.73","1.24","58"
"2009-06-30","67.30","19.30","7.89","3.75","0.79","0.98","54"
"2009-06-23","68.73","18.24","7.63","4.03","0.64","0.72","52"
"2009-06-16","65.73","20.57","7.76","4.48","0.78","0.67","56"
"2009-06-09","65.46","20.13","8.26","4.61","0.87","0.67","57"
"2009-06-02","66.36","19.35","8.23","4.60","0.89","0.57","56"
"2009-05-26","69.36","16.12","8.84","4.14","0.94","0.59","53"
"2009-05-19","66.28","16.62","9.90","5.31","1.15","0.75","61"
"2009-05-12","65.13","17.76","9.62","4.85","1.33","1.31","63"
"2009-05-05","60.91","21.84","9.87","5.26","1.26","0.86","67"
"2009-04-28","54.75","26.97","10.22","6.01","1.19","0.86","75"
"2009-04-21","56.22","24.45","10.39","6.79","1.16","0.99","75"
"2009-04-14","54.59","24.62","11.45","7.06","1.27","1.01","79"
"2009-04-07","53.44","24.15","13.00","7.24","1.55","0.62","81"
"2009-03-31","49.46","25.81","16.74","5.81","1.55","0.62","86"
"2009-03-24","42.79","30.62","18.51","6.18","1.28","0.62","94"
"2009-03-17","45.88","29.63","16.67","5.92","1.27","0.62","89"
"2009-03-10","45.64","28.64","18.07","5.51","1.28","0.85","91"
"2009-03-03","47.07","27.24","16.99","6.41","1.45","0.85","91"
"2009-02-24","50.36","25.63","15.02","6.27","1.96","0.75","86"
"2009-02-17","50.61","28.29","11.82","6.47","2.06","0.75","83"
"2009-02-10","49.87","28.17","12.37","6.72","2.21","0.67","85"
"2009-02-03","56.21","22.04","12.27","6.60","2.29","0.59","78"
"2009-01-27","54.95","23.98","12.65","5.97","2.09","0.37","77"
"2009-01-20","58.57","22.13","12.41","4.63","1.89","0.37","70"
"2009-01-13","58.24","22.33","12.97","4.83","1.27","0.37","70"
"2009-01-06","57.71","23.09","13.27","4.72","0.84","0.37","69"
"2008-12-30","58.20","22.60","13.02","4.94","0.87","0.37","69"
"2008-12-23","54.32","25.33","13.66","5.33","0.99","0.37","74"
"2008-12-16","53.07","26.06","13.67","5.62","1.20","0.37","77"
"2008-12-09","52.70","25.53","13.18","6.38","1.45","0.77","81"
"2008-12-02","51.76","26.62","13.71","5.80","1.49","0.62","80"
"2008-11-25","54.88","23.73","13.15","6.18","1.55","0.51","77"
"2008-11-18","56.16","22.92","12.77","6.38","1.33","0.44","75"
"2008-11-11","57.63","21.26","12.52","6.73","1.42","0.44","74"
"2008-11-04","56.16","22.17","13.02","6.78","1.67","0.19","76"
"2008-10-28","58.34","20.07","12.20","7.69","1.58","0.12","74"
"2008-10-21","56.46","21.12","12.95","7.73","1.61","0.12","77"
"2008-10-14","58.10","20.78","12.11","7.28","1.61","0.12","74"
"2008-10-07","54.73","22.12","14.13","7.28","1.56","0.18","79"
"2008-09-30","54.10","22.35","14.66","7.05","1.66","0.18","80"
"2008-09-23","55.92","21.24","14.75","6.58","1.33","0.18","77"
"2008-09-16","54.58","23.56","14.34","6.14","1.23","0.14","76"
"2008-09-09","51.86","25.45","14.83","6.43","1.29","0.14","80"
"2008-09-02","47.98","28.11","15.74","6.60","1.42","0.14","86"
"2008-08-26","46.89","29.95","13.99","7.26","1.77","0.14","87"
"2008-08-19","48.87","25.94","13.62","8.50","2.31","0.77","92"
"2008-08-12","48.29","24.47","14.40","8.42","3.47","0.96","97"
"2008-08-05","46.84","24.96","15.22","8.64","3.38","0.96","100"
"2008-07-29","48.92","22.96","15.51","8.24","3.40","0.96","97"
"2008-07-22","47.66","24.92","16.48","6.95","2.77","1.22","96"
"2008-07-15","51.87","21.06","16.26","7.34","2.64","0.83","90"
"2008-07-08","51.86","20.59","15.66","7.73","3.27","0.88","93"
"2008-07-01","52.26","19.67","16.01","7.70","3.57","0.79","93"
"2008-06-24","51.81","18.84","17.51","7.29","4.13","0.41","94"
"2008-06-17","52.13","17.63","18.13","7.83","3.96","0.32","95"
"2008-06-10","52.10","24.20","14.28","7.06","2.35","0.00","83"
"2008-06-03","58.46","18.45","14.51","6.80","1.78","0.00","75"
"2008-05-27","60.00","18.47","13.41","6.48","1.64","0.00","71"
"2008-05-20","54.30","20.50","16.55","7.09","1.55","0.00","81"
"2008-05-13","53.82","21.62","15.94","6.53","2.09","0.00","81"
"2008-05-06","52.60","21.79","16.87","6.54","2.20","0.00","84"
"2008-04-29","52.03","20.68","16.79","8.01","2.19","0.29","89"
"2008-04-22","54.54","18.54","17.77","6.64","2.22","0.29","84"
"2008-04-15","54.53","18.69","17.17","7.26","2.06","0.29","85"
"2008-04-08","53.83","19.54","18.64","5.37","2.62","0.00","83"
"2008-04-01","52.47","19.17","18.64","6.88","2.85","0.00","88"
"2008-03-25","53.70","18.04","15.69","10.07","2.51","0.00","90"
"2008-03-18","53.38","16.98","16.03","10.96","2.54","0.11","93"
"2008-03-11","53.33","19.46","12.84","11.71","2.28","0.38","91"
"2008-03-04","51.91","19.63","13.20","11.98","2.38","0.89","96"
"2008-02-26","50.09","20.72","14.14","11.70","2.26","1.09","99"
"2008-02-19","46.56","23.72","14.40","11.28","1.97","2.06","105"
"2008-02-12","43.45","26.57","14.87","11.03","1.93","2.15","108"
"2008-02-05","44.05","24.70","15.85","11.32","1.92","2.15","109"
"2008-01-29","43.59","24.84","15.38","11.80","2.11","2.29","111"
"2008-01-22","44.20","21.32","16.60","13.73","1.98","2.18","115"
"2008-01-15","42.31","22.00","16.50","14.75","2.26","2.18","119"
"2008-01-08","43.59","21.00","17.16","13.54","2.20","2.51","117"
"2008-01-01","45.42","19.62","14.57","14.64","3.37","2.38","118"
"2007-12-25","46.38","19.09","13.76","14.37","2.66","3.75","119"
"2007-12-18","46.38","18.94","13.81","14.45","2.67","3.75","119"
"2007-12-11","44.32","20.12","14.64","14.49","2.67","3.75","122"
"2007-12-04","41.44","22.23","15.65","14.53","2.91","3.24","125"
"2007-11-27","43.76","18.82","14.69","14.69","5.16","2.88","127"
"2007-11-20","39.56","23.47","14.55","14.36","5.13","2.93","131"
"2007-11-13","42.19","21.70","13.59","14.97","4.83","2.72","127"
"2007-11-06","46.66","17.78","12.56","15.00","5.54","2.47","122"
"2007-10-30","49.89","15.05","12.17","15.01","5.68","2.20","118"
"2007-10-23","45.22","15.93","12.46","15.79","6.62","3.97","135"
"2007-10-16","41.45","14.65","13.68","17.09","8.81","4.32","150"
"2007-10-09","40.88","15.38","13.76","17.60","8.86","3.53","149"
"2007-10-02","40.70","15.54","14.13","17.64","8.64","3.35","148"
"2007-09-25","41.29","14.76","13.93","18.22","9.53","2.28","147"
"2007-09-18","41.40","14.78","11.74","19.84","9.92","2.31","149"
"2007-09-11","40.41","15.14","12.34","19.80","9.49","2.82","151"
"2007-09-04","38.48","16.04","13.15","20.16","9.77","2.40","154"
"2007-08-28","38.05","16.21","12.60","20.33","10.03","2.78","156"
"2007-08-21","35.35","15.90","15.46","20.79","9.64","2.86","162"
"2007-08-14","34.79","17.05","15.31","22.84","7.68","2.34","159"
"2007-08-07","33.83","19.22","16.94","21.66","6.82","1.53","153"
"2007-07-31","35.94","17.94","17.37","21.96","6.12","0.66","146"
"2007-07-24","37.53","18.73","18.82","18.61","5.92","0.40","138"
"2007-07-17","40.64","17.03","22.59","13.42","5.80","0.51","128"
"2007-07-10","41.84","18.92","19.84","13.06","5.82","0.51","124"
"2007-07-03","46.17","19.30","16.02","11.43","6.32","0.77","115"
"2007-06-26","46.43","19.23","15.26","11.72","6.45","0.92","115"
"2007-06-19","47.46","18.48","15.00","11.51","6.34","1.20","114"
"2007-06-12","49.43","17.08","15.21","11.81","5.58","0.89","110"
"2007-06-05","48.65","17.57","16.83","10.48","6.09","0.38","109"
"2007-05-29","49.49","16.67","16.17","10.78","6.89","0.00","109"
"2007-05-22","50.97","15.23","16.42","10.73","6.65","0.00","107"
"2007-05-15","51.23","15.92","16.84","10.52","5.49","0.00","103"
"2007-05-08","53.45","14.95","17.04","9.45","5.12","0.00","98"
"2007-05-01","52.44","15.05","17.64","10.14","4.73","0.00","100"
"2007-04-24","52.47","15.83","17.83","9.83","4.04","0.00","97"
"2007-04-17","52.94","15.67","18.10","9.84","3.45","0.00","95"
"2007-04-10","50.14","18.06","20.56","8.23","3.01","0.00","96"
"2007-04-03","50.62","18.80","20.12","7.42","3.05","0.00","94"
"2007-03-27","44.74","22.31","18.94","9.33","4.68","0.00","107"
"2007-03-20","49.04","24.04","13.59","7.95","5.20","0.18","97"
"2007-03-13","50.19","23.39","13.29","7.65","5.29","0.18","95"
"2007-03-06","56.02","20.46","11.41","8.24","3.69","0.18","84"
"2007-02-27","54.70","20.10","11.84","8.74","4.44","0.18","89"
"2007-02-20","51.53","21.44","12.51","9.11","5.22","0.18","96"
"2007-02-13","53.25","20.64","11.46","9.03","5.40","0.22","93"
"2007-02-06","53.56","21.24","11.08","8.80","5.11","0.21","91"
"2007-01-30","56.32","18.10","11.85","8.41","5.11","0.21","89"
"2007-01-23","57.93","17.11","11.60","8.05","5.09","0.21","86"
"2007-01-16","54.23","20.79","11.91","7.06","5.70","0.31","90"
"2007-01-09","51.59","22.55","12.39","7.19","5.95","0.33","94"
"2007-01-02","50.01","24.36","13.01","6.69","5.60","0.33","95"
"2006-12-26","47.52","26.95","12.50","7.18","5.38","0.48","97"
"2006-12-19","46.13","27.35","12.81","7.51","5.59","0.61","101"
"2006-12-12","52.24","22.11","12.14","7.28","5.62","0.61","94"
"2006-12-05","53.72","21.15","12.00","6.99","5.97","0.17","91"
"2006-11-28","57.24","16.62","12.17","6.54","7.16","0.26","91"
"2006-11-21","56.51","17.40","12.59","7.12","6.22","0.17","90"
"2006-11-14","54.91","17.54","13.66","8.06","5.83","0.00","92"
"2006-11-07","56.23","16.48","13.41","8.19","5.70","0.00","91"
"2006-10-31","52.03","18.00","14.43","9.50","6.04","0.00","100"
"2006-10-24","49.86","18.58","14.97","10.48","6.11","0.00","104"
"2006-10-17","46.86","20.07","16.71","10.02","6.05","0.28","109"
"2006-10-10","45.35","19.55","18.29","10.14","6.44","0.24","114"
"2006-10-03","44.59","20.93","17.96","9.71","6.67","0.14","113"
"2006-09-26","45.12","21.94","16.63","9.69","6.46","0.14","111"
"2006-09-19","43.28","19.93","20.29","8.97","7.22","0.30","118"
"2006-09-12","42.32","17.54","18.04","11.81","8.85","1.44","132"
"2006-09-05","39.05","19.68","18.03","13.69","8.52","1.04","136"
"2006-08-29","36.70","19.35","19.35","14.64","8.22","1.74","144"
"2006-08-22","35.50","16.52","18.82","18.12","9.04","2.00","155"
"2006-08-15","35.80","15.04","19.30","18.53","9.33","2.01","157"
"2006-08-08","36.40","14.24","18.43","18.84","10.19","1.90","158"
"2006-08-01","38.54","13.03","19.74","17.34","10.09","1.25","151"
"2006-07-25","38.49","11.55","20.84","17.79","10.08","1.25","153"
"2006-07-18","39.60","11.93","22.57","18.56","6.34","1.01","143"
"2006-07-11","41.64","17.81","23.12","12.11","4.71","0.62","122"
"2006-07-04","46.39","15.57","18.28","11.30","7.52","0.94","121"
"2006-06-27","47.66","17.20","15.93","10.23","7.73","1.26","117"
"2006-06-20","46.48","19.60","14.16","10.19","8.40","1.17","118"
"2006-06-13","46.23","18.60","15.50","9.88","8.62","1.17","120"
"2006-06-06","51.41","17.31","13.17","9.84","7.09","1.18","107"
"2006-05-30","50.64","19.98","14.50","8.00","5.59","1.29","102"
"2006-05-23","54.59","18.23","13.26","6.79","5.77","1.36","95"
"2006-05-16","53.39","21.55","12.08","6.14","5.48","1.36","93"
"2006-05-09","48.37","25.55","13.66","5.46","5.26","1.70","99"
"2006-05-02","49.16","20.82","14.55","9.91","3.74","1.82","104"
"2006-04-25","48.76","18.86","13.83","11.77","5.55","1.23","110"
"2006-04-18","47.57","19.65","14.08","13.15","4.28","1.27","111"
"2006-04-11","49.44","18.96","15.06","12.58","2.84","1.12","104"
"2006-04-04","47.69","21.11","16.17","10.96","2.96","1.12","104"
"2006-03-28","49.07","19.53","14.66","12.51","3.11","1.12","104"
"2006-03-21","49.04","21.02","13.41","11.49","3.92","1.12","104"
"2006-03-14","54.05","14.66","13.10","10.12","6.71","1.36","105"
"2006-03-07","52.30","16.14","13.53","9.72","7.09","1.22","107"
"2006-02-28","54.31","15.58","13.69","9.27","5.93","1.22","101"
"2006-02-21","58.04","13.38","13.32","8.68","5.95","0.64","93"
"2006-02-14","58.24","13.58","13.91","7.90","5.80","0.57","91"
